name;static_instructions;dynamic_instructions
extr_netdatacollectorsplugins.d....daemon..libnetdatainlined.h_str2ul.c;6;6
extr_reactosmodulesrostestswinetestsdevenumdevenum.c_strncmpW.c;12;12
extr_FFmpeglibavcodecivi_dsp.c_ff_ivi_dc_col_slant.c;25;326160
extr_reactosdllwin32setupapiparser.c_close_current_line.c;7;7
extr_linuxkerneluser_namespace.c_mappings_overlap.c;39;39
extr_linuxnetsunrpcxprtsock.c_xs_reconnect_backoff.c;11;11
extr_mongoosemongoose.c_mg_find_iface.c;14;14
extr_reactosmodulesrosappsapplicationsnettsclientrdesktopxwin.c_calculate_mask_weight.c;7;42
extr_linuxdriversxeneventsevents_base.c_clear_evtchn_to_irq_row.c;7;7
extr_tmuxcmd-find.c_cmd_find_copy_state.c;5;5
extr_linuxdriversclkhisiliconclk-hisi-phase.c_hisi_phase_degrees_to_regval.c;9;9
extr_linuxdriversnetethernetqlogicqlgeqlge_main.c_ql_get_curr_sbuf.c;10;10
extr_kphp-kdbdb-proxydb-proxy.c_t_skipspc.c;19;19
extr_darwin-xnuosfmki386i386_vm_init.c_pmap_next_page_reserved.c;5;5
extr_libgit2testsclar_libgit2.c_strip_cr_from_buf.c;17;2813
extr_FFmpeglibswscalergb2rgb_template.c_rgb24to16_c.c;19;1281
extr_reactossdklib3rdpartylibxml2tree.c_xmlBufferSetAllocationScheme.c;17;17
extr_linuxdriversgpudrmamdpowerplayhwmgrsmu10_hwmgr.c_smu10_get_clock_by_type_with_voltage.c;9;9
extr_raspberry-pi-osexerciseslesson031xdfm1srcprintf.c_ui2a.c;52;83
extr_linuxdriversstagingrtl8192uieee80211ieee80211_wx.c_ieee80211_wx_set_auth_rsl.c;8;8
extr_linuxdriversvideofbdevatafb.c_tt_setcolreg.c;10;10
extr_obs-studiolibobsaudio-monitoringosx....graphicsvec2.h_vec2_min.c;7;7
extr_linuxdrivershidhid-core.c_search.c;11;1537
extr_linuxfsjfsjfs_extent.c_extRoundDown.c;19;525
extr_FFmpeglibavcodecdirac_parser.c_find_frame_end.c;21;2055
extr_linuxdriversisdngigasetcapi.c_gigaset_isdn_rcv_err.c;6;6
extr_linuxdriversnetwirelessathath9kar5008_phy.c_ar5008_hw_init_txpower_ofdm.c;7;7
extr_githashmap.c_strihash.c;14;721
extr_linuxdriversnetethernettidavinci_emac.c_hash_get.c;24;46
extr_reactosdlldirectxwinewined3dglsl_shader.c_shader_glsl_write_mask_to_str.c;12;12
extr_linuxdriversgpudrmamdamdgpuvega20_reg_init.c_vega20_reg_base_init.c;45;45
extr_linuxdriversusbgadgetudcbdcbdc_ep.c_ep_bdlist_eqp_adv.c;15;15
extr_mpvoptionsm_option.c_clamp_longlong.c;9;9
extr_hashcatsrcmodulesmodule_18900.c_module_init.c;89;89
extr_FFmpeglibavfiltervsrc_mptestsrc.c_draw_dc.c;19;327175
extr_linuxdriversnetwirelessrealtekrtl8192cuhalrtl8192cusbrtl8192cu_led.c_ResetLedStatus.c;14;14
extr_emscriptentestsfreetypesrcsfntsfobjs.c_sfnt_find_encoding.c;11;73
extr_linuxdriversinfinibandhwhfi1mad.c_reply.c;8;8
extr_labenginecodeqcommonq_shared.c_COM_SkipPath.c;11;464
extr_linuxtoolsperfarchx86utilintel-bts.c_intel_bts_first_wrap.c;16;16
extr_linuxdrivershwmongpio-fan.c_rpm_to_speed_index.c;10;10
extr_linuxdriversgpudrmamddisplaydcdcn10dcn10_hw_sequencer.c_patch_address_for_sbs_tb_stereo.c;18;18
extr_linuxdriversgpudrmnouveaunvkmenginegrgf100.c_gf100_gr_oneinit_sm_id.c;8;8
extr_linuxdriversusbserialmos7840.c_mos7840_handle_new_lsr.c;20;20
extr_linuxsoundusbmixer_us16x08.c_snd_us16x08_bus_get.c;7;7
extr_obs-studiolibobsgraphicsvec3.h_vec3_neg.c;11;11
extr_radare2librbinformatomfomf.c_omf_count_symb.c;10;10
extr_linuxsoundpciice1712ice1724.c_snd_vt1724_spdif_maskp_get.c;8;8
extr_kphp-kdbvkextcrc32.c_gf32_mod.c;14;2246
extr_tigsrcparse.c_parse_timezone.c;27;27
extr_linuxdriversstagingwilc1000wilc_wlan_cfg.c_wilc_wlan_parse_info_frame.c;4;4
extr_FFmpeglibavcodecopus_pvq.c_celt_extract_collapse_mask.c;30;4352
extr_linuxdriversgpudrmamdpowerplayhwmgrvega10_hwmgr.c_vega10_find_dpm_states_clocks_in_dpm_table.c;9;9
extr_gitrevision.c_everybody_uninteresting.c;9;9
extr_githashmap.c_strhash.c;10;461
extr_linuxdriversmediaplatformrockchiprgarga.c_rga_fmt_find.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_my_encode.c;11;11
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_dcmi.c_DCMI_StructInit.c;15;15
extr_macvimsrcgui_xmdlg.c_get_part.c;17;600
extr_linuxdriversedacamd64_edac.c_f17h_determine_edac_ctl_cap.c;23;23
extr_gitgraph.c_graph_is_mapping_correct.c;9;9
extr_linuxarchriscvkernelmodule.c_apply_r_riscv_rcv_branch_rela.c;24;24
extr_linuxdriversvideofbdevamifb.c_ami_set_cursorstate.c;11;11
extr_linuxfsnfsblocklayout..internal.h_nfs_block_bits.c;21;235
extr_linuxdriversgpudrmgma500cdv_intel_dp.c_unpack_aux.c;18;44
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_large_packet_crc_hdl.c;5;5
extr_SoftEtherVPNsrcMayaquaMemory.c_IsZero.c;16;16
extr_raspberry-pi-osexerciseslesson023bl4ckout31srcprintf.c_ui2a.c;52;83
extr_hashcatsrcmodulesmodule_19700.c_module_init.c;88;88
extr_FFmpeglibavcodech264_slice.c_find_unused_picture.c;8;8
extr_reactoswin32ssuseruser32controlslistbox.c_LISTBOX_GetMaxTopIndex.c;7;7
extr_radare2librasmpasm_x86_nz.c_opfidiv.c;5;5
extr_hashcatsrcmodulesmodule_08600.c_module_init.c;88;88
extr_linuxdriversinputjoysticksidewinder.c_sw_check.c;16;26
extr_linuxdriversisdnmISDNtei.c_new_id.c;13;13
extr_linuxkernelbpfcore.c_bpf_adj_delta_to_off.c;17;17
extr_ccvlibccv_convnet.c__ccv_convnet_find_full_connect.c;10;10
extr_linuxdriversmmchostmoxart-mmc.c_moxart_next_sg.c;12;12
extr_linuxdriversnetethernetsunniu.c_niu_compute_rbr_cfig_b.c;9;9
extr_linuxdriversusbhostxhci.c_xhci_update_tt_active_eps.c;11;11
extr_FFmpeglibavfilteraf_acrusher.c_samplereduction.c;18;18
extr_mpvvideocsputils.c_mp_colorspace_merge.c;13;13
extr_reactossdklib3rdpartyfreetypesrcpfrpfrsbit.c_pfr_bitwriter_decode_rle1.c;29;29
extr_linuxfsf2fsgc.h_increase_sleep_time.c;12;12
extr_gitewahewok_rlw.h_rlw_set_running_len.c;10;10
extr_php-srcextopcacheZendAccelerator.c_is_stream_path.c;17;17
extr_php-srcextmbstringlibmbflfiltersmbfilter_euc_jp_win.c_mbfl_filt_ident_eucjp_win.c;6;6
extr_reactosdllwin32mspatchalzx.c_LZXreset.c;24;24
extr_php-srcsapifpmfpmfpm_children.c_fpm_child_find.c;6;6
extr_linuxdriversgpudrmgma500psb_intel_display.c_psb_intel_clock.c;18;18
extr_linuxdriversnetethernetmellanoxmlxswspectrum_router.c_mlxsw_sp_rif_subport_params_init.c;10;10
extr_linuxdriversnetethernetintelixgbeixgbe_dcb.c_ixgbe_dcb_unpack_bwgid.c;7;7
extr_Craftdepsglewsrcglew.c__glewStrLen.c;9;269
extr_linuxsoundsocshrcaradg.c_rsnd_adg_calculate_rbgx.c;28;72
extr_reactosdlldirectxwinewined3dglsl_shader.c_glsl_vertex_pipe_hs.c;11;11
extr_Craftdepssqlitesqlite3.c_incrAggDepth.c;5;5
extr_FFmpeglibavcodecdv.c_dv_calc_mb_coordinates.c;106;172
extr_linuxdriversgpudrmamddisplayamdgpu_dmamdgpu_dm.c_copy_crtc_timing_for_drm_display_mode.c;11;11
extr_linuxnetsctpauth.c___sctp_auth_find_hmacid.c;13;1539
extr_linuxdriversinfinibandhwmlx4cq.c_mlx4_ib_qp_sw_comp.c;13;13
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_main.c_qlcnic_82xx_set_mac_filter_count.c;14;14
extr_linuxdriversnetethernetfreescalefmanfman_dtsec.c_set_dflts.c;26;26
extr_linuxdriversnetethernetfreescalefmanfman_memac.c_get_mac_addr_hash_code.c;24;427
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_sdio.c_SDIO_DataStructInit.c;11;11
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetSettingNameSize.c;21;666
extr_Craftsrcmatrix.c_mat_frustum.c;37;37
extr_hashcatsrcmodulesmodule_06243.c_module_init.c;93;93
extr_linuxsoundpciice1712aureon.c_aureon_ac97_vol_info.c;13;13
extr_kphp-kdbsearchsearch-import-dump.c_store_map.c;5;5
extr_netdatalibnetdatastatistical..inlined.h_str2uint32_t.c;6;6
extr_linuxscriptsdtclivetree.c_reverse_properties.c;9;11
extr_gitapply.c_squash_slash.c;18;662
extr_nodemcu-firmwareappspiffsspiffs_nucleus.c_spiffs_hash.c;10;10
extr_radare2librasmpasm_x86_nz.c_opficom.c;5;5
extr_darwin-xnubsdnfsnfs4_vnops.c_nfs_file_lock_conflict.c;15;15
extr_linuxdriversgpudrmi915intel_fbdev.c_intel_fb_helper_crtc.c;9;9
extr_radare2shlrsdbsrcjson.c_findkey.c;6;6
extr_linuxdriversi2cbussesi2c-designware-platdrv.c_i2c_dw_configure_master.c;19;19
extr_FFmpeglibavcodecscpr3.c_rescale.c;9;9
extr_FFmpeglibavfiltervf_waveform.c_blend_hline16.c;14;16
extr_linuxdriversmediaradioradio-miropcm20.c_sanitize.c;14;1870
extr_mongooseexamplesapi_serversqlite3.c_sqlite3ExprCachePinRegister.c;9;9
extr_netdatalibnetdatastorage_number..inlined.h_str2ull.c;6;6
extr_linuxdriversedaci5100_edac.c_i5100_rank_to_slot.c;17;17
extr_reactosdllopenglglu32srclibutilproject.c___gluInvertMatrixd.c;539;646
extr_linuxdriversscsihisi_sashisi_sas_main.c_hisi_sas_get_prog_phy_linkrate_mask.c;11;13
extr_libgit2srcbuffer.c_git_buf_clear.c;7;7
extr_linuxsoundpcies1938.c_snd_es1938_info_double.c;13;13
extr_FFmpeglibavformatlrcdec.c_find_header.c;11;11
extr_linuxdriversiiopressurebmp280-core.c_bmp280_compensate_temp.c;19;19
extr_linuxnetrdsib_recv.c_rds_ib_recv_init_ack.c;17;17
extr_linuxdriversnetethernetibmibmveth.c_ibmveth_encode_mac_addr.c;8;8
extr_reactossdktoolshhpcompchmcencint.h_chmc_decint.c;14;14
extr_reactosdllwin32urlmonuri.c_compute_elision_location.c;61;268
extr_swayswaytreeworkspace.c_prevent_invalid_outer_gaps.c;14;14
extr_linuxnetmac80211rate.c_rate_idx_match_legacy_mask.c;13;38
extr_linuxfsioctl.c_fiemap_check_flags.c;8;8
extr_linuxdriversgpudrmnouveaudispnv04arb.c_nv04_calc_arb.c;88;90
extr_linuxsoundpcihdapatch_realtek.c_alc_setup_gpio.c;5;5
extr_micropythonportsstm32usbhostCoreSrcusbh_core.c_USBH_FindInterfaceIndex.c;8;8
extr_linuxdriverscryptoqatqat_c62xadf_c62x_hw_data.c_get_num_aes.c;14;14
extr_linuxdriversnetethernetchelsiocxgb4cudbg_zlib.c_cudbg_get_compress_hdr.c;6;6
extr_obs-studiolibobsaudio-monitoringosx....graphicsvec2.h_vec2_max.c;9;9
extr_reactosdriversfilesystemsext2srcnlsnls_cp932.c_char2uni.c;10;10
extr_linuxdriversnetethernetbroadcomtg3.c_calc_crc.c;25;22451
extr_linuxdriversgpudrmi915intel_bios.c_intel_bios_is_tv_present.c;15;15
extr_darwin-xnubsddevmunge.c_munge_wwwsw.c;12;12
extr_reactossdklib3rdpartybzip2huffman.c_BZ2_hbAssignCodes.c;16;1544
extr_hashcatsrcmodulesmodule_04400.c_module_init.c;86;86
extr_linuxsecuritykeyskeyring.c_keyring_hash.c;11;398
extr_netdatacollectorsapps.plugin....libnetdatainlined.h_simple_hash.c;9;460
extr_linuxdriverscryptochelsiochcr_ipsec.c_chcr_ipsec_setauthsize.c;13;13
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_tim.c_TI4_Config.c;23;23
extr_linuxarchpowerpckvmbooke.c_kvmppc_set_sregs_ivor.c;5;5
extr_hashcatsrcconvert.c_printable_ascii.c;13;13
extr_tenginesrchttpmodulesngx_http_sub_filter_module.c_ngx_http_sub_filter_init.c;10;10
extr_linuxdriversscsibnx2fcbnx2fc_hwi.c_bnx2fc_return_rqe.c;14;14
extr_linuxdriversmediai2csoc_cameraov9640.c_ov9640_get_selection.c;6;6
extr_linuxdriversscsiqediqedi_main.c_qedi_get_nvram_block.c;21;21
extr_linuxdriversscsilpfclpfc_hbadisc.c_lpfc_get_rec_conf23.c;18;18
extr_netdatacollectorsnfacct.plugin....libnetdatainlined.h_simple_hash.c;9;460
extr_linuxnetvmw_vsockvirtio_transport_common.c_virtio_transport_set_buffer_size.c;12;12
extr_xhyvesrcvmmvmm.c_vm_gpabase2memseg.c;12;12
extr_linuxdriversnetethernetamazonenaena_com.h_ena_com_update_intr_reg.c;14;14
extr_linuxlibzlib_inflateinflate.c_zlib_inflateSyncPacket.c;12;12
extr_darknetsrcimage.c_censor_image.c;41;41
extr_kittykittyline.c_prefix_matches.c;14;14
extr_FFmpegtestsutils.c_put_pixel.c;7;7
extr_rufussrcstdfn.c_isprime.c;13;13
extr_linuxdriversmediai2csmiappsmiapp-core.c_smiapp_get_native_size.c;13;13
extr_FFmpeglibavcodecvc2enc.c_init_quant_matrix.c;19;19
extr_linuxfsext4extents_status.h_ext4_es_store_status.c;9;9
extr_reactosdriversbusacpiacpicautilitiesutstrsuppt.c_AcpiUtStrtoulAdd64.c;9;9
extr_linuxdriversisdnhardwareeiconcapidtmf.c_capidtmf_recv_init.c;12;12
extr_linuxdriversnetwirelessinteliwlegacy4965.c_il4965_get_sub_band.c;7;7
extr_raspberry-pi-osexerciseslesson023avenitosrcprintf.c_ui2a.c;52;83
extr_linuxnetschedsch_mqprio.c_mqprio_parse_opt.c;23;23
extr_php-srcextopcachejitdynasmminilua.c_luaO_log2.c;7;7
extr_linuxdriversnetethernetatherosatl1eatl1e_main.c_atl1e_cal_ring_size.c;12;12
extr_netdatacollectorscgroups.plugin....daemon..libnetdatainlined.h_simple_hash.c;9;460
extr_ccvlib3rdpartysqlite3sqlite3.c_isAllZero.c;12;12
extr_darwin-xnubsdnetinetip_dummynet.c_cp_queue_to_32_user.c;9;9
extr_kphp-kdbcopyexeccopyexec-binlog.c_swap_exit_signal_bytes.c;10;10
extr_linuxdriversstagingrtl8723bshalrtl8723b_hal_init.c_rtl8723b_set_hal_ops.c;38;38
extr_linuxdriverspinctrlmesonpinctrl-meson.c_meson_get_bank.c;11;11
extr_linuxdriversmddm-integrity.c_get_area_and_offset.c;7;7
extr_reactosdlldirectxwinedinputdevice.c_offset_to_object.c;13;13
extr_reactosdllopenglmesalight.c_gl_compute_material_shine_table.c;8;8
extr_linuxdriversscsimpt3sasmpt3sas_scsih.c__scsih_normalize_sense.c;24;24
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_get_tso_requested.c;11;11
extr_linuxdriversideide-eh.c_ide_disk_pre_reset.c;21;21
extr_linuxdriversnetethernetqlogicqla3xxx.c_ql_get_sbuf.c;9;9
extr_reactosdriversfilesystemsbtrfsflushthread.c_add_parents_to_cache.c;4;4
extr_linuxdriversnetwirelessrealtekrtl8192cuhalrtl8192crtl8192c_phycfg.c_phy_CalculateBitShift.c;6;6
extr_h2odepspicotlsdepscifrasrccurve25519.naclref.c_select.c;15;773
extr_linuxdriversdmaat_hdmac_regs.h_set_desc_eol.c;8;8
extr_php-srcextgdlibgdgd_transform.c_gdImageFlipVertical.c;14;14
extr_h2odepsmruby-onig-regexpsrcmruby_onig_regexp.c_option_to_str.c;10;10
extr_linuxdriversnetethernethuaweihinichinic_hw_api_cmd.c_xor_chksum_set.c;8;40
extr_linuxkernelbpfverifier.c_adjust_subprog_starts.c;8;8
extr_hashcatsrcmodulesmodule_15000.c_module_init.c;89;89
extr_linuxdriverspinctrlqcompinctrl-spmi-gpio.c_pmic_gpio_of_xlate.c;7;7
extr_FFmpeglibavfiltervf_deinterlace_qsv.c_frame_alloc.c;6;6
extr_reactosdllopenglmesacontext.c_update_rasterflags.c;62;62
extr_linuxdriversregulators2mpa01.c_get_ramp_delay.c;16;16
extr_linuxkernelirqirqdomain.c_of_phandle_args_to_fwspec.c;9;9
extr_linuxdriversnetethernetmicrochiplan743x_ethtool.c_lan743x_ethtool_get_rxnfc.c;8;8
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_ofdm_to_mcs_powers_nphy.c;10;10
extr_linuxdriversisdnhisaxcallc.c_hisax_findcard.c;9;9
extr_FFmpeglibavcodecscpr.c_get_freq0.c;12;12
extr_linuxdriversgpudrmamddisplaydccoredc_resource.c_find_matching_clock_source.c;9;9
extr_labenginecodeclientcl_cin.c_CIN_SetLooping.c;5;5
extr_nginxsrcstreamngx_stream_variables.c_ngx_stream_variable_protocol.c;13;13
extr_reactosmodulesrosappsapplicationsnetdhcpdsrcutilsmacutils.c_maccmp.c;13;135
extr_reactosdll3rdpartylibtifftif_dumpmode.c_TIFFInitDumpMode.c;15;15
extr_linuxdriversusbstorageusb.c_get_transport.c;8;8
extr_linuxdriversvideofbdevimsttfb.c_imsttfb_check_var.c;12;12
extr_kphp-kdbdnsdns-binlog-diff.c_zones_count.c;7;9
extr_labenginecodeq3_uiui_startserver.c_UI_BotSelectMenu_BotEvent.c;3;3
extr_linuxfsext2inode.c_all_zeroes.c;9;9
extr_linuxkernelbpfsyscall.c_bpf_map_from_imm.c;9;9
extr_FFmpeglibavformatid3v2enc.c_string_is_ascii.c;10;28
extr_linuxdriversnetethernetmellanoxmlx4en_ethtool.c_mlx4_en_get_num_flows.c;8;8
extr_linuxdriversstagingcomedidriversusbduxsigma.c_usbduxsigma_pwm_pattern.c;25;25
extr_linuxdriversgpudrmmsmdispmdp5mdp5_plane.c_calc_pixel_ext.c;9;9
extr_FFmpeglibavcodecmpegvideo_parser.c_mpegvideo_split.c;25;3837
extr_gitewahewok_rlw.h_rlw_set_literal_words.c;11;11
extr_stbteststextedit_sample.c_layout_func.c;14;14
extr_FFmpeglibavcodecshorten.c_fix_bitshift.c;10;10
extr_labq3map2libspicomodelpicointernal.c__pico_memstream_seek.c;11;11
extr_reactosmodulesrostestswinetestsws2_32sock.c_test_buffer.c;18;18
extr_ccvlib3rdpartysqlite3sqlite3.c_setRawDateNumber.c;6;6
extr_linuxsoundossdmasounddmasound_core.c_set_queue_frags.c;5;5
extr_raspberry-pi-osexerciseslesson021H-4ND-Hsrcprintf.c_ui2a.c;52;83
extr_reactosdlldirectxwinewined3dcontext.c_have_framebuffer_attachment.c;5;5
extr_linuxdriversvideofbdevcorefbcon_ccw.c_fbcon_rotate_ccw.c;13;13
extr_linuxdriversusbdwc3gadget.c_dwc3_ep_inc_trb.c;10;10
extr_hashcatsrcmodulesmodule_00300.c_module_init.c;86;86
extr_linuxdriversgpudrmamddisplaydcdce110dce110_hw_sequencer.c_get_link_for_edp_not_in_use.c;17;17
extr_linuxdriverssbuscharenvctrl.c_envctrl_i2c_voltage_status.c;9;9
extr_reactosdlldirectxwined3dx9_36util.c_index_to_rgba.c;16;16
extr_tenginesrchttpngx_http_variables.c_ngx_http_variable_request_method.c;14;14
extr_linuxdriversscsich.c_ch_elem_to_typecode.c;8;8
extr_linuxdriversthunderbolteeprom.c_tb_crc8.c;25;20412
extr_mimikatzmodulessqlite3_omit.c_isAllZero.c;12;12
extr_linuxsoundpcihdapatch_realtek.c_alc275_fixup_gpio4_off.c;3;3
extr_hashcatdepsLZMA-SDKCLzmaEnc.c_LenEnc_Init.c;12;12
extr_stbtestscaveviewcave_parse.c_nbt_swap.c;15;1278
extr_kphp-kdbcopyfastcopyfast-server.c_update_nodes_stats.c;37;37
extr_wcdbandroidsqlciphersqlite3.c_sqlite3StringToId.c;7;7
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_fsmc.c_FSMC_PCCARDStructInit.c;11;11
extr_hashcatsrcmodulesmodule_06000.c_module_init.c;86;86
extr_linuxdriversnetethernetamdxgbexgbe-phy-v1.c_xgbe_init_function_ptrs_phy_v1.c;37;37
extr_linuxdriversmediausbem28xxem28xx-i2c.c_em28xx_hash_mem.c;32;3855
extr_linuxdriversmediaplatformvia-camera.c_viacam_enum_framesizes.c;5;5
extr_linuxdriversmediapcibt8xxdst.c_dst_check_sum.c;11;1283
extr_linuxdriversinfinibandhwi40iwi40iw_ctrl.c_i40iw_fill_qos_list.c;8;8
extr_SoftEtherVPNsrcSeLowSeLow.c_SlNdisNetPnPEventProc.c;7;7
extr_linuxdriversnetethernetagereet131x.c_bump_free_buff_ring.c;16;16
extr_timescaledbsrcutils.c_ts_function_types_equal.c;14;14
extr_reactosdllwin32rpcrt4rpc_binding.c_string_binding_find_delimiterW.c;12;593
extr_kphp-kdbsearchsearch-y-data.c_get_idx_item.c;12;12
extr_libuicommonutf.c_uiprivUTF16EncodeRune.c;13;13
extr_linuxdriversstagingfbtftfbtft-sysfs.c_fbtft_expand_debug_value.c;13;13
extr_obs-studiodepslzmaliblzmalzmalzma2_encoder.c_lzma2_encoder_options_update.c;9;9
extr_FFmpeglibswresampleresample.c_eval_poly.c;12;1785
extr_linuxdriversiommuintel_irq_remapping.c_map_hpet_to_ir.c;10;10
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_rx_total_packet_hdl.c;5;5
extr_netdatalibnetdataavl..inlined.h_simple_hash.c;9;460
extr_hashcatsrcmodulesmodule_10900.c_module_init.c;90;90
extr_linuxkernelbpfinode.c_bpf_inode_type.c;10;10
extr_linuxdriversnetethernetfreescalefmanmac.c_setup_memac.c;34;34
extr_linuxdriversnetwirelessmarvelllibertasethtool.c_lbs_ethtool_set_wol.c;11;11
extr_zstdlibdictBuilderzdict.c_ZDICT_fillNoise.c;11;2045
extr_gitsubmodule-config.c_check_submodule_name.c;18;597
extr_libuvsrcwintty.c_uv_tty_capture_initial_style.c;35;35
extr_linuxdriversgpudrmamdpowerplaysmumgrci_smumgr.c_ci_set_valid_flag.c;12;12
extr_linuxdriversnetcaifcaif_hsi.c_cfhsi_can_send_aggregate.c;15;15
extr_linuxdrivershidhid-magicmouse.c_magicmouse_firm_touch.c;10;10
extr_linuxdriversnethamradiobaycom_epp.c_do_kiss_params.c;7;7
extr_linuxarchmipsjazzjazzdma.c_vdma_phys2log.c;18;18
extr_linuxdriversttyvtvt.c_con_is_bound.c;11;11
extr_FFmpeglibavcodecdca_exss.c_set_exss_offsets.c;17;17
extr_linuxdriversnetethernetbroadcombnxtbnxt_tc.c_is_wildcard.c;12;12
extr_kphp-kdbcommonstemmer.c_stem_string_to_utf8.c;16;22
extr_labq3map2libsmathlibmathlib.c_VectorIsOnAxis.c;18;38
extr_linuxdriversmediaceccec-api.c_cec_validate_phys_addr.c;22;30
extr_darwin-xnubsddevmunge.c_munge_wwlwwwl.c;15;15
extr_linuxdriversstagingrtl8723bshalodm.c_odm_RateAdaptiveMaskInit.c;8;8
extr_kphp-kdblistslists-data.c_tree_ext_global_lookup.c;10;12
extr_linuxdriversgpudrmdrm_connector.c_drm_hdmi_avi_infoframe_content_type.c;12;12
extr_linuxdriversnetwirelessathath9kar9003_aic.c_ar9003_aic_find_index.c;7;7
extr_linuxdriversnetwirelessathath6klwmi.h_wmi_data_hdr_set_up.c;11;11
extr_stbtests..stb_ds.h_stbds_log2.c;7;39
extr_linuxdriversstagingvt6656card.c_vnt_update_top_rates.c;20;22
extr_linuxdriversnetethernetmarvellmvneta.c_mvneta_addr_crc.c;10;10
extr_FFmpeglibavfiltervf_nnedi.c_select_functions.c;33;33
extr_ccvlib3rdpartykissfftkissf_fft.c_kissf_fft_next_fast_size.c;30;98
extr_darwin-xnubsddevi386conf.c_chrtoblk_set.c;5;5
extr_linuxdriversscsiaic94xxaic94xx_scb.c_get_lrate_mode.c;19;19
extr_linuxdriversnetethernetamazonenaena_com.c_ena_com_config_default_interrupt_moderation_table.c;39;39
extr_linuxdriversclkhisiliconclk-hi3620.c_mmc_clk_delay.c;16;2812
extr_tigsrctree.c_tree_get_column_data.c;22;22
extr_linuxdriversisdnhardwareeicons_pri.c_prepare_common_pri_functions.c;48;48
extr_php-srcextopcacheOptimizerssa_integrity.c_is_in_successors.c;10;10
extr_libgit2srcbuf_text.c_git_buf_text_detect_bom.c;7;7
extr_gitcompatprecompose_utf8.c_has_non_ascii.c;21;2563
extr_goaccesssrcutil.c_intlen.c;13;21
extr_linuxkernelrcurcu.h_rcu_init_levelspread.c;7;7
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_usart.c_USART_ClockStructInit.c;9;9
extr_libuicommonareaevents.c_uiprivClickCounterClick.c;36;36
extr_darknetsrcimage.c_translate_image.c;10;10
extr_SoftEtherVPNsrcCedarVirtual.c_IsMacInvalid.c;12;12
extr_linuxdriverspowersupplyadp5061.c_adp5061_get_array_index.c;16;26
extr_FFmpeglibswscalergb2rgb.c_rgb16tobgr16.c;17;1657
extr_FFmpeglibavcodeclibzvbi-teletextdec.c_chop_spaces_utf8.c;12;12
extr_linuxdriversvideofbdevhyperv_fb.c_hvfb_check_var.c;6;6
extr_How-to-Make-a-Computer-Operating-Systemsrcsdksrclibcsrcstdiofopen.c___parse_mode.c;30;1178
extr_linuxsoundsynthemuxsoundfont.c_set_sample_counter.c;8;8
extr_hashcatsrcmodulesmodule_00600.c_module_init.c;87;87
extr_linuxtoolsperfutilutil.c_hex_width.c;6;10
extr_darwin-xnubsdnetinet6ip6_fw.c_port_match6.c;21;1787
extr_linuxdriversscsiufsufs-hisi.c_ufs_hisi_set_dev_cap.c;25;25
extr_gitsplit-index.c_mark_base_index_entries.c;7;7
extr_linuxdriversgpudrmnouveaunvkmenginegrctxnv40.h_cp_name.c;4;4
extr_emscriptensystemlibcompiler-rtlibbuiltinsfp_lib.h_wideRightShiftWithSticky.c;12;12
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_main.c_qlcnic_set_eswitch_port_features.c;15;15
extr_linuxdriversmediausbgspcaov519.c_sd_isoc_init.c;4;4
extr_linuxdrivershwtracingcoresightcoresight-etm3x.c_etm_config_trace_mode.c;9;9
extr_linuxdriversinfinibandcoreucma.c_ucma_set_event_context.c;11;11
extr_linuxsoundsocsoc-pcm.c_snd_soc_set_runtime_hwparams.c;7;7
extr_mimikatzmodulessqlite3_omit.c_pager_cksum.c;5;5
extr_linuxnettipcmonitor.c_dom_size.c;11;91
extr_darwin-xnubsdnetinetip_dummynet.c_cp_queue_to_64_user.c;9;9
extr_linuxarchs390netbpf_jit_comp.c_get_start.c;5;5
extr_linuxdriversusbmiscftdi-elan.c_ftdi_elan_total_command_size.c;15;2811
extr_reactosdllwin32msiclasses.c_get_clsid_of_progid.c;8;8
extr_php-srcsapifpmfpmfpm_events.c_fpm_event_queue_isset.c;11;13
extr_linuxdriversideide-cd_ioctl.c_ide_cdrom_release_real.c;3;3
extr_linuxarchmipssgi-ip22ip28-berr.c_addr_is_ram.c;14;14
extr_libgit2srcdiff_stats.c_digits_for_value.c;10;17
extr_darwin-xnubsdvfsvfs_subr.c_vnode_get_locked.c;7;7
extr_radare2librasmp..archavravr_disasm.c_disassembleOperands.c;13;13
